minute,msg_volume,avg_sentiment,close_price,price_change,volume_rolling_mean,volume_rolling_std,volume_zscore,sentiment_rolling_mean,sentiment_rolling_std,sentiment_zscore,price_change_abs,price_volatility,volume_spike,sentiment_spike,manipulation_signal,signal_strength,isolation_anomaly,combined_manipulation_signal
2018-03-23 00:40:00,33,0.5757575757575758,8719.43,11.13000000000102,33.0,,,0.5757575757575758,,,11.13000000000102,11.13000000000102,0,0,0,0.0,1,1
2018-03-23 00:41:00,95,0.2842105263157894,8701.82,-17.610000000000582,64.0,43.840620433565945,0.7071067650575157,0.4299840510366826,0.20615489569521678,-0.7071033512250671,17.610000000000582,14.3700000000008,0,0,0,4.043590035981431,1,1
2018-03-23 00:42:00,114,0.3684210526315789,8703.53,1.710000000000946,80.66666666666667,42.359571921034956,0.7869138198223107,0.4094630515683147,0.1500441760519052,-0.2735309459235003,1.710000000000946,10.15000000000085,0,0,0,4.33392786267141,0,0
2018-03-23 00:43:00,106,0.3584905660377358,8703.51,-0.0200000000004365,87.0,36.83295625749672,0.5158423709280872,0.39671993018567,0.12513346907078063,-0.3055062640359326,0.0200000000004365,7.617500000000746,0,0,0,2.77568331766769,0,0
2018-03-23 00:44:00,93,0.3870967741935484,8703.51,0.0,88.2,32.01093563143696,0.14994875205513558,0.3947952989872457,0.10845418312594379,-0.07098346590551959,0.0,6.094000000000596,0,0,0,0.7954331450268822,0,0
2018-03-23 00:45:00,111,0.3333333333333333,8706.52,3.0100000000002183,92.0,30.10647770829394,0.6310933996663565,0.3845516380449269,0.1001970229448945,-0.5111708116213224,3.0100000000002183,5.580000000000534,0,0,0,3.3315420568387126,0,0
2018-03-23 00:46:00,99,0.202020202020202,8695.0,-11.520000000000437,93.0,27.610384519838426,0.21730953360607444,0.3584757186128234,0.11456822359969623,-1.3655981220513065,11.520000000000437,6.428571428571948,0,0,0,1.1563971609751875,0,0
2018-03-23 00:47:00,113,0.3274336283185841,8687.9,-7.100000000000364,95.5,26.52222787453142,0.6598238814236603,0.3545954573260435,0.10663584702913409,-0.2547133543815165,7.100000000000364,6.5125000000005,0,0,0,3.5139745585068978,0,0
2018-03-23 00:48:00,78,0.3974358974358974,8682.3,-5.600000000000364,93.55555555555556,25.485834845611354,-0.6103608157012521,0.35935550622713835,0.1007656984173464,0.37790650886507304,5.600000000000364,6.411111111111596,0,0,0,2.0106725752226784,0,0
2018-03-23 00:49:00,68,0.5147058823529411,8689.1,6.800000000001091,91.0,25.350871122442058,-0.9072666174525439,0.37489054383971865,0.10695283137204323,1.3072494619371715,6.800000000001091,6.4500000000005455,0,0,0,6.957835261160632,0,0
2018-03-23 00:50:00,94,0.3723404255319149,8684.9,-4.200000000000728,91.27272727272727,24.066952067475885,0.11332023291965337,0.3746587149026455,0.10146727805486727,-0.02284742990786801,4.200000000000728,6.245454545455107,0,0,0,0.601987982787271,0,0
2018-03-23 00:51:00,84,0.3928571428571428,8687.83,2.930000000000291,90.66666666666667,23.042779714472317,-0.2893169339792217,0.3761752505655203,0.09688778390659956,0.17217568039355063,2.930000000000291,5.969166666667206,0,0,0,0.9122656685785495,0,0
2018-03-23 00:52:00,87,0.425287356321839,8680.0,-7.829999999999927,90.38461538461539,22.085207951396114,-0.15325258602099068,0.37995310485446787,0.09375772409340485,0.4835203540334869,7.829999999999927,6.1123076923081845,0,0,0,2.565373029134758,0,0
2018-03-23 00:53:00,80,0.2375,8695.9,15.899999999999636,89.64285714285714,21.399522434847942,-0.45061083590087236,0.3697778830791488,0.09779473207233663,-1.3525936181070428,15.899999999999636,6.811428571429003,0,0,0,0.0,0,0
2018-03-23 00:54:00,68,0.4852941176470588,8692.69,-3.209999999999127,88.2,21.364857660586992,-0.9454778204203207,0.3774789653836761,0.09884472870298477,1.090741640312548,3.209999999999127,6.571333333333678,0,0,0,5.812089546514786,0,0
2018-03-23 00:55:00,96,0.3645833333333333,8680.68,-12.010000000000218,88.6875,20.732321786685315,0.3527101172038583,0.3766729883805297,0.09554748531009331,-0.12652900784309234,12.010000000000218,6.9112500000003365,0,0,0,1.8854339758955558,0,0
2018-03-23 00:56:00,73,0.4246575342465753,8680.16,-0.5200000000004366,87.76470588235294,20.43137725339602,-0.7226485506379783,0.3794956087255912,0.09324259478733353,0.48434346213257595,0.5200000000004366,6.5352941176474015,0,0,0,2.5799836596126795,0,0
2018-03-23 00:57:00,76,0.25,8674.99,-5.170000000000073,87.11111111111111,20.014373919728108,-0.5551565390213075,0.37230140824083613,0.09546924328591293,-1.2810421764043232,5.170000000000073,6.459444444444772,0,0,0,0.0,0,0
2018-03-23 00:58:00,73,0.2191780821917808,8657.73,-17.26000000000022,86.36842105263158,19.7180417280886,-0.6779791096399285,0.36424228581720164,0.09920716606641433,-1.462220393513861,17.26000000000022,7.027894736842427,0,0,0,0.0,0,0
