minute,msg_volume,avg_sentiment,close_price,price_change
2018-03-23 00:40:00,33,0.5757575757575758,8719.43,11.130000000001019
2018-03-23 00:41:00,95,0.28421052631578947,8701.82,-17.610000000000582
2018-03-23 00:42:00,114,0.3684210526315789,8703.53,1.7100000000009459
2018-03-23 00:43:00,106,0.3584905660377358,8703.51,-0.020000000000436557
2018-03-23 00:44:00,93,0.3870967741935484,8703.51,0.0
2018-03-23 00:45:00,111,0.3333333333333333,8706.52,3.0100000000002183
2018-03-23 00:46:00,99,0.20202020202020202,8695.0,-11.520000000000437
2018-03-23 00:47:00,113,0.3274336283185841,8687.9,-7.100000000000364
2018-03-23 00:48:00,78,0.3974358974358974,8682.3,-5.600000000000364
2018-03-23 00:49:00,68,0.5147058823529411,8689.1,6.800000000001091
2018-03-23 00:50:00,94,0.3723404255319149,8684.9,-4.200000000000728
2018-03-23 00:51:00,84,0.39285714285714285,8687.83,2.930000000000291
2018-03-23 00:52:00,87,0.42528735632183906,8680.0,-7.829999999999927
2018-03-23 00:53:00,80,0.2375,8695.9,15.899999999999636
2018-03-23 00:54:00,68,0.4852941176470588,8692.69,-3.209999999999127
2018-03-23 00:55:00,96,0.3645833333333333,8680.68,-12.010000000000218
2018-03-23 00:56:00,73,0.4246575342465753,8680.16,-0.5200000000004366
2018-03-23 00:57:00,76,0.25,8674.99,-5.170000000000073
2018-03-23 00:58:00,73,0.2191780821917808,8657.73,-17.26000000000022
2018-03-23 00:59:00,79,0.3670886075949367,8650.0,-7.729999999999563
2018-03-23 01:00:00,176,0.17613636363636365,8635.42,-14.579999999999927
2018-03-23 01:01:00,114,0.3508771929824561,8630.01,-5.4099999999998545
2018-03-23 01:02:00,95,0.37894736842105264,8623.47,-6.540000000000873
2018-03-23 01:03:00,81,0.48148148148148145,8596.55,-26.920000000000073
2018-03-23 01:04:00,99,0.46464646464646464,8604.49,7.940000000000509
2018-03-23 01:05:00,85,0.32941176470588235,8591.3,-13.19000000000051
2018-03-23 01:06:00,93,0.3763440860215054,8598.42,7.1200000000008
2018-03-23 01:07:00,86,0.5116279069767442,8601.98,3.5599999999994907
2018-03-23 01:08:00,92,0.2608695652173913,8617.25,15.270000000000437
2018-03-23 01:09:00,98,0.3979591836734694,8621.41,4.1599999999998545
2018-03-23 01:10:00,83,0.27710843373493976,8612.77,-8.639999999999418
2018-03-23 01:11:00,81,0.43209876543209874,8620.84,8.069999999999709
2018-03-23 01:12:00,82,0.4024390243902439,8611.84,-9.0
2018-03-23 01:13:00,79,0.4936708860759494,8626.79,14.950000000000728
2018-03-23 01:14:00,92,0.29347826086956524,8618.21,-8.580000000001746
2018-03-23 01:15:00,115,0.17391304347826086,8613.21,-5.0
2018-03-23 01:16:00,87,0.1839080459770115,8616.28,3.070000000001528
2018-03-23 01:17:00,94,0.3829787234042553,8618.81,2.529999999998836
2018-03-23 01:18:00,85,0.5176470588235295,8614.01,-4.799999999999272
2018-03-23 01:19:00,102,0.35294117647058826,8602.31,-11.700000000000728
2018-03-23 01:20:00,111,0.3333333333333333,8615.68,13.3700000000008
2018-03-23 01:21:00,95,0.15789473684210525,8614.18,-1.5
2018-03-23 01:22:00,118,0.2627118644067797,8608.82,-5.360000000000582
2018-03-23 01:23:00,102,0.29411764705882354,8609.0,0.18000000000029104
2018-03-23 01:24:00,114,0.4824561403508772,8608.8,-0.2000000000007276
2018-03-23 01:25:00,100,0.4,8608.58,-0.21999999999934516
2018-03-23 01:26:00,79,0.43037974683544306,8608.58,0.0
2018-03-23 01:27:00,93,0.3225806451612903,8608.41,-0.17000000000007276
2018-03-23 01:28:00,99,0.43434343434343436,8587.52,-20.889999999999418
2018-03-23 01:29:00,88,0.4090909090909091,8557.49,-30.030000000000655
2018-03-23 01:30:00,147,0.16326530612244897,8592.37,34.88000000000102
2018-03-23 01:31:00,99,0.16161616161616163,8601.99,9.619999999998981
2018-03-23 01:32:00,93,0.3655913978494624,8587.71,-14.280000000000655
2018-03-23 01:33:00,79,0.4177215189873418,8577.19,-10.519999999998618
2018-03-23 01:34:00,85,0.3058823529411765,8588.08,10.889999999999418
2018-03-23 01:35:00,97,0.4845360824742268,8585.11,-2.969999999999345
2018-03-23 01:36:00,96,0.3229166666666667,8593.0,7.889999999999418
2018-03-23 01:37:00,95,0.4105263157894737,8592.99,-0.010000000000218279
2018-03-23 01:38:00,124,0.3709677419354839,8604.09,11.100000000000364
2018-03-23 01:39:00,110,0.4636363636363636,8603.27,-0.819999999999709
2018-03-23 01:40:00,110,0.4090909090909091,8609.15,5.8799999999992
